Lon,Lat,Walkscore
-119.882315,34.42043062,
-119.882315,34.42075857,
-119.882315,34.42108651,
-119.882315,34.42141445,
-119.882315,34.42174239,
-119.882315,34.42207033,
-119.882315,34.42239828,
-119.882315,34.42272622,
-119.882315,34.42305416,
-119.882315,34.4233821,
-119.882315,34.42371004,
-119.882315,34.42403799,
-119.882315,34.42436593,
-119.882315,34.42469387,
-119.882315,34.42502181,
-119.882315,34.42534975,
-119.882315,34.4256777,
-119.882315,34.42600564,
-119.882315,34.42633358,
-119.882315,34.42666152,
-119.882315,34.42698946,
-119.882315,34.42731741,
-119.882315,34.42764535,
-119.882315,34.42797329,
-119.882315,34.42830123,
-119.882315,34.42862917,
-119.882315,34.42895712,
-119.882315,34.42928506,
-119.882315,34.429613,
-119.881478,34.406985,
-119.881478,34.40731294,
-119.881478,34.40764088,
-119.881478,34.40796883,
-119.881478,34.40829677,
-119.881478,34.40862471,
-119.881478,34.40895265,
-119.881478,34.40928059,
-119.881478,34.40960854,
-119.881478,34.40993648,
-119.881478,34.41026442,
-119.881478,34.41059236,
-119.881478,34.4109203,
-119.881478,34.41124825,
-119.881478,34.41157619,
-119.881478,34.41190413,
-119.881478,34.41223207,
-119.881478,34.41256001,
-119.881478,34.41288796,
-119.881478,34.4132159,
-119.881478,34.41354384,
-119.881478,34.41387178,
-119.881478,34.41419972,
-119.881478,34.41452767,
-119.881478,34.41485561,
-119.881478,34.41518355,
-119.881478,34.41551149,
-119.881478,34.41583943,
-119.881478,34.41616738,
-119.881478,34.41649532,
-119.881478,34.41682326,
-119.881478,34.4171512,
-119.881478,34.41747914,
-119.881478,34.41780709,
-119.881478,34.41813503,
-119.881478,34.41846297,
-119.881478,34.41879091,
-119.881478,34.41911886,
-119.881478,34.4194468,
-119.881478,34.41977474,
-119.881478,34.42010268,
-119.881478,34.42043062,
-119.881478,34.42075857,
-119.881478,34.42108651,
-119.881478,34.42141445,
-119.881478,34.42174239,
-119.881478,34.42207033,
-119.881478,34.42239828,
-119.881478,34.42272622,
-119.881478,34.42305416,
-119.881478,34.4233821,
-119.881478,34.42371004,
-119.881478,34.42403799,
-119.881478,34.42436593,
-119.881478,34.42469387,
-119.881478,34.42502181,
-119.881478,34.42534975,
-119.881478,34.4256777,
-119.881478,34.42600564,
-119.881478,34.42633358,
-119.881478,34.42666152,
-119.881478,34.42698946,
-119.881478,34.42731741,
-119.881478,34.42764535,
-119.881478,34.42797329,
-119.881478,34.42830123,
-119.881478,34.42862917,
-119.881478,34.42895712,
-119.881478,34.42928506,
-119.881478,34.429613,
-119.880641,34.406985,
-119.880641,34.40731294,
-119.880641,34.40764088,
-119.880641,34.40796883,
-119.880641,34.40829677,
-119.880641,34.40862471,
-119.880641,34.40895265,
-119.880641,34.40928059,
-119.880641,34.40960854,
-119.880641,34.40993648,
-119.880641,34.41026442,
-119.880641,34.41059236,
-119.880641,34.4109203,
-119.880641,34.41124825,
-119.880641,34.41157619,
-119.880641,34.41190413,
-119.880641,34.41223207,
-119.880641,34.41256001,
-119.880641,34.41288796,
-119.880641,34.4132159,
-119.880641,34.41354384,
-119.880641,34.41387178,
-119.880641,34.41419972,
-119.880641,34.41452767,
-119.880641,34.41485561,
-119.880641,34.41518355,
-119.880641,34.41551149,
-119.880641,34.41583943,
-119.880641,34.41616738,
-119.880641,34.41649532,
-119.880641,34.41682326,
-119.880641,34.4171512,
-119.880641,34.41747914,
-119.880641,34.41780709,
-119.880641,34.41813503,
-119.880641,34.41846297,
-119.880641,34.41879091,
-119.880641,34.41911886,
-119.880641,34.4194468,
-119.880641,34.41977474,
-119.880641,34.42010268,
-119.880641,34.42043062,
-119.880641,34.42075857,
-119.880641,34.42108651,
-119.880641,34.42141445,
-119.880641,34.42174239,
-119.880641,34.42207033,
-119.880641,34.42239828,
-119.880641,34.42272622,
-119.880641,34.42305416,
-119.880641,34.4233821,
-119.880641,34.42371004,
-119.880641,34.42403799,
-119.880641,34.42436593,
-119.880641,34.42469387,
-119.880641,34.42502181,
-119.880641,34.42534975,
-119.880641,34.4256777,
-119.880641,34.42600564,
-119.880641,34.42633358,
-119.880641,34.42666152,
-119.880641,34.42698946,
-119.880641,34.42731741,
-119.880641,34.42764535,
-119.880641,34.42797329,
-119.880641,34.42830123,
-119.880641,34.42862917,
-119.880641,34.42895712,
-119.880641,34.42928506,
-119.880641,34.429613,
-119.879804,34.406985,
-119.879804,34.40731294,
-119.879804,34.40764088,
-119.879804,34.40796883,
-119.879804,34.40829677,
-119.879804,34.40862471,
-119.879804,34.40895265,
-119.879804,34.40928059,
-119.879804,34.40960854,
-119.879804,34.40993648,
-119.879804,34.41026442,
-119.879804,34.41059236,
-119.879804,34.4109203,
-119.879804,34.41124825,
-119.879804,34.41157619,
-119.879804,34.41190413,
-119.879804,34.41223207,
-119.879804,34.41256001,
-119.879804,34.41288796,
-119.879804,34.4132159,
-119.879804,34.41354384,
-119.879804,34.41387178,
-119.879804,34.41419972,
-119.879804,34.41452767,
-119.879804,34.41485561,
-119.879804,34.41518355,
-119.879804,34.41551149,
-119.879804,34.41583943,
-119.879804,34.41616738,
-119.879804,34.41649532,
-119.879804,34.41682326,
-119.879804,34.4171512,
-119.879804,34.41747914,
-119.879804,34.41780709,
-119.879804,34.41813503,
-119.879804,34.41846297,
-119.879804,34.41879091,
-119.879804,34.41911886,
-119.879804,34.4194468,
-119.879804,34.41977474,
-119.879804,34.42010268,
-119.879804,34.42043062,
-119.879804,34.42075857,
-119.879804,34.42108651,
-119.879804,34.42141445,
-119.879804,34.42174239,
-119.879804,34.42207033,
-119.879804,34.42239828,
-119.879804,34.42272622,
-119.879804,34.42305416,
-119.879804,34.4233821,
-119.879804,34.42371004,
-119.879804,34.42403799,
-119.879804,34.42436593,
-119.879804,34.42469387,
-119.879804,34.42502181,
-119.879804,34.42534975,
-119.879804,34.4256777,
-119.879804,34.42600564,
-119.879804,34.42633358,
-119.879804,34.42666152,
-119.879804,34.42698946,
-119.879804,34.42731741,
-119.879804,34.42764535,
-119.879804,34.42797329,
-119.879804,34.42830123,
-119.879804,34.42862917,
-119.879804,34.42895712,
-119.879804,34.42928506,
-119.879804,34.429613,
-119.878967,34.406985,
-119.878967,34.40731294,
-119.878967,34.40764088,
-119.878967,34.40796883,
-119.878967,34.40829677,
-119.878967,34.40862471,
-119.878967,34.40895265,
-119.878967,34.40928059,
-119.878967,34.40960854,
-119.878967,34.40993648,
-119.878967,34.41026442,
-119.878967,34.41059236,
-119.878967,34.4109203,
-119.878967,34.41124825,
-119.878967,34.41157619,
-119.878967,34.41190413,
-119.878967,34.41223207,
-119.878967,34.41256001,
-119.878967,34.41288796,
-119.878967,34.4132159,
-119.878967,34.41354384,
-119.878967,34.41387178,
-119.878967,34.41419972,
-119.878967,34.41452767,
-119.878967,34.41485561,
-119.878967,34.41518355,
-119.878967,34.41551149,
-119.878967,34.41583943,
-119.878967,34.41616738,
-119.878967,34.41649532,
-119.878967,34.41682326,
-119.878967,34.4171512,
-119.878967,34.41747914,
-119.878967,34.41780709,
-119.878967,34.41813503,
-119.878967,34.41846297,
-119.878967,34.41879091,
-119.878967,34.41911886,
-119.878967,34.4194468,
-119.878967,34.41977474,
-119.878967,34.42010268,
-119.878967,34.42043062,
-119.878967,34.42075857,
-119.878967,34.42108651,
-119.878967,34.42141445,
-119.878967,34.42174239,
-119.878967,34.42207033,
-119.878967,34.42239828,
-119.878967,34.42272622,
-119.878967,34.42305416,
-119.878967,34.4233821,
-119.878967,34.42371004,
-119.878967,34.42403799,
-119.878967,34.42436593,
-119.878967,34.42469387,
-119.878967,34.42502181,
-119.878967,34.42534975,
-119.878967,34.4256777,
-119.878967,34.42600564,
-119.878967,34.42633358,
-119.878967,34.42666152,
-119.878967,34.42698946,
-119.878967,34.42731741,
-119.878967,34.42764535,
-119.878967,34.42797329,
-119.878967,34.42830123,
-119.878967,34.42862917,
-119.878967,34.42895712,
-119.878967,34.42928506,
-119.878967,34.429613,
-119.87813,34.406985,
-119.87813,34.40731294,
-119.87813,34.40764088,
-119.87813,34.40796883,
-119.87813,34.40829677,
-119.87813,34.40862471,
-119.87813,34.40895265,
-119.87813,34.40928059,
-119.87813,34.40960854,
-119.87813,34.40993648,
-119.87813,34.41026442,
-119.87813,34.41059236,
-119.87813,34.4109203,
-119.87813,34.41124825,
-119.87813,34.41157619,
-119.87813,34.41190413,
-119.87813,34.41223207,
-119.87813,34.41256001,
-119.87813,34.41288796,
-119.87813,34.4132159,
-119.87813,34.41354384,
-119.87813,34.41387178,
-119.87813,34.41419972,
-119.87813,34.41452767,
-119.87813,34.41485561,
-119.87813,34.41518355,
-119.87813,34.41551149,
-119.87813,34.41583943,
-119.87813,34.41616738,
-119.87813,34.41649532,
-119.87813,34.41682326,
-119.87813,34.4171512,
-119.87813,34.41747914,
-119.87813,34.41780709,
-119.87813,34.41813503,
-119.87813,34.41846297,
-119.87813,34.41879091,
-119.87813,34.41911886,
-119.87813,34.4194468,
-119.87813,34.41977474,
-119.87813,34.42010268,
-119.87813,34.42043062,
-119.87813,34.42075857,
-119.87813,34.42108651,
-119.87813,34.42141445,
-119.87813,34.42174239,
-119.87813,34.42207033,
-119.87813,34.42239828,
-119.87813,34.42272622,
-119.87813,34.42305416,
-119.87813,34.4233821,
-119.87813,34.42371004,
-119.87813,34.42403799,
-119.87813,34.42436593,
-119.87813,34.42469387,
-119.87813,34.42502181,
-119.87813,34.42534975,
-119.87813,34.4256777,
-119.87813,34.42600564,
-119.87813,34.42633358,
-119.87813,34.42666152,
-119.87813,34.42698946,
-119.87813,34.42731741,
-119.87813,34.42764535,
-119.87813,34.42797329,
-119.87813,34.42830123,
-119.87813,34.42862917,
-119.87813,34.42895712,
-119.87813,34.42928506,
-119.87813,34.429613,
-119.877293,34.406985,
-119.877293,34.40731294,
-119.877293,34.40764088,
-119.877293,34.40796883,
-119.877293,34.40829677,
-119.877293,34.40862471,
-119.877293,34.40895265,
-119.877293,34.40928059,
-119.877293,34.40960854,
-119.877293,34.40993648,
-119.877293,34.41026442,
-119.877293,34.41059236,
-119.877293,34.4109203,
-119.877293,34.41124825,
-119.877293,34.41157619,
-119.877293,34.41190413,
-119.877293,34.41223207,
-119.877293,34.41256001,
-119.877293,34.41288796,
-119.877293,34.4132159,
-119.877293,34.41354384,
-119.877293,34.41387178,
-119.877293,34.41419972,
-119.877293,34.41452767,
-119.877293,34.41485561,
-119.877293,34.41518355,
-119.877293,34.41551149,
